Algorithm Name,Solution,Env Size,Objective Function,Iterations,Time
simulated_annealing,"[11, 9, 5, 2, 10, 3, 0, 8, 10, 4, 6, 1]",12,1,1000,0.04935407638549805
simulated_annealing,"[9, 4, 1, 3, 0, 10, 7, 4, 6, 11, 2, 5]",12,1,1000,0.04448819160461426
simulated_annealing,"[7, 0, 11, 9, 4, 1, 3, 8, 10, 2, 0, 5]",12,1,1000,0.05865883827209473
simulated_annealing,"[10, 4, 7, 11, 3, 1, 6, 9, 0, 2, 5, 8]",12,0,918,0.046355247497558594
simulated_annealing,"[1, 6, 4, 11, 8, 5, 2, 10, 3, 0, 7, 9]",12,1,1000,0.049031972885131836
simulated_annealing,"[7, 4, 11, 1, 8, 5, 0, 2, 9, 11, 6, 10]",12,1,1000,0.045334815979003906
simulated_annealing,"[3, 0, 6, 9, 11, 2, 8, 2, 5, 1, 10, 7]",12,2,1000,0.04458022117614746
simulated_annealing,"[8, 10, 3, 2, 6, 1, 9, 11, 5, 0, 4, 11]",12,2,1000,0.06000065803527832
simulated_annealing,"[11, 7, 4, 1, 5, 8, 10, 0, 2, 5, 9, 6]",12,1,1000,0.06302952766418457
simulated_annealing,"[10, 2, 9, 1, 8, 5, 3, 0, 7, 11, 4, 6]",12,1,1000,0.049001216888427734
simulated_annealing,"[6, 9, 1, 4, 0, 9, 11, 2, 10, 7, 3, 8]",12,1,1000,0.05437636375427246
simulated_annealing,"[5, 3, 7, 11, 4, 8, 10, 0, 2, 6, 9, 1]",12,1,1000,0.05505490303039551
simulated_annealing,"[11, 4, 7, 3, 6, 2, 10, 8, 0, 5, 9, 1]",12,0,918,0.06712484359741211
simulated_annealing,"[11, 4, 4, 7, 0, 3, 1, 6, 9, 9, 2, 8]",12,2,1000,0.043955087661743164
simulated_annealing,"[3, 8, 2, 4, 10, 7, 11, 3, 0, 6, 1, 5]",12,1,1000,0.04565787315368652
simulated_annealing,"[10, 2, 4, 1, 3, 9, 6, 4, 11, 0, 5, 7]",12,1,1000,0.05110979080200195
simulated_annealing,"[1, 9, 0, 2, 7, 10, 3, 11, 8, 11, 4, 6]",12,1,1000,0.05151724815368652
simulated_annealing,"[9, 7, 4, 11, 1, 10, 5, 0, 2, 10, 8, 3]",12,2,1000,0.06721043586730957
simulated_annealing,"[4, 7, 0, 9, 6, 1, 11, 8, 5, 2, 10, 3]",12,1,1000,0.04646563529968262
simulated_annealing,"[4, 10, 8, 5, 3, 1, 11, 2, 0, 6, 3, 11]",12,3,1000,0.05901026725769043
simulated_annealing,"[6, 4, 11, 1, 8, 10, 3, 9, 2, 5, 7, 0]",12,1,1000,0.0452876091003418
simulated_annealing,"[7, 9, 11, 6, 0, 3, 10, 4, 2, 8, 5, 1]",12,1,1000,0.041998863220214844
simulated_annealing,"[0, 7, 10, 1, 6, 8, 11, 11, 3, 5, 9, 4]",12,1,1000,0.04488492012023926
simulated_annealing,"[2, 10, 3, 6, 8, 1, 11, 0, 0, 7, 4, 9]",12,2,1000,0.04599738121032715
simulated_annealing,"[5, 10, 6, 4, 2, 11, 8, 6, 1, 3, 0, 7]",12,1,1000,0.04625701904296875
simulated_annealing,"[3, 9, 0, 8, 5, 11, 6, 1, 10, 4, 9, 2]",12,2,1000,0.048050642013549805
simulated_annealing,"[7, 4, 10, 1, 6, 11, 2, 8, 3, 0, 9, 3]",12,1,1000,0.045989990234375
simulated_annealing,"[3, 9, 5, 8, 2, 4, 10, 7, 0, 6, 11, 1]",12,1,1000,0.041998863220214844
simulated_annealing,"[3, 6, 11, 5, 0, 9, 4, 2, 8, 10, 7, 1]",12,0,996,0.04601097106933594
simulated_annealing,"[8, 11, 5, 7, 1, 10, 0, 2, 4, 9, 6, 3]",12,2,1000,0.04321432113647461
simulated_annealing,"[3, 6, 13, 7, 5, 14, 12, 1, 8, 11, 2, 10, 1, 9, 0]",15,1,1000,0.0715172290802002
simulated_annealing,"[11, 11, 6, 0, 5, 13, 8, 3, 14, 4, 9, 6, 12, 2, 7]",15,3,1000,0.07502317428588867
simulated_annealing,"[7, 4, 2, 11, 5, 14, 10, 3, 0, 6, 12, 9, 1, 8, 13]",15,0,918,0.07107353210449219
simulated_annealing,"[13, 7, 5, 8, 1, 13, 10, 3, 9, 0, 14, 11, 2, 12, 6]",15,2,1000,0.06908726692199707
simulated_annealing,"[10, 2, 4, 9, 3, 13, 11, 1, 6, 12, 14, 0, 8, 0, 5]",15,1,1000,0.07431530952453613
simulated_annealing,"[8, 12, 11, 0, 14, 1, 10, 5, 13, 1, 9, 6, 2, 7, 14]",15,3,1000,0.0769646167755127
simulated_annealing,"[10, 14, 7, 5, 2, 13, 1, 4, 11, 8, 3, 12, 0, 9, 6]",15,0,918,0.06608939170837402
simulated_annealing,"[10, 6, 1, 11, 2, 14, 12, 9, 4, 12, 7, 0, 3, 13, 8]",15,1,1000,0.08017849922180176
simulated_annealing,"[3, 9, 0, 13, 8, 4, 11, 14, 14, 2, 5, 7, 1, 10, 6]",15,1,1000,0.07291102409362793
simulated_annealing,"[8, 4, 14, 12, 2, 7, 11, 6, 3, 1, 10, 8, 13, 9, 0]",15,1,1000,0.07995152473449707
simulated_annealing,"[12, 3, 0, 6, 11, 5, 10, 1, 13, 2, 9, 3, 8, 14, 4]",15,1,1000,0.07996845245361328
simulated_annealing,"[8, 2, 4, 12, 9, 0, 10, 13, 1, 5, 7, 14, 6, 11, 5]",15,1,1000,0.0789952278137207
simulated_annealing,"[4, 11, 5, 12, 1, 13, 0, 2, 8, 14, 0, 9, 3, 6, 10]",15,2,1000,0.08492803573608398
simulated_annealing,"[12, 12, 6, 3, 7, 0, 11, 14, 1, 10, 4, 13, 8, 5, 2]",15,1,1000,0.07609724998474121
simulated_annealing,"[6, 11, 0, 8, 12, 14, 1, 14, 10, 0, 7, 4, 2, 9, 13]",15,2,1000,0.07500886917114258
simulated_annealing,"[6, 5, 11, 4, 0, 5, 14, 10, 7, 3, 1, 13, 9, 3, 12]",15,3,1000,0.06599688529968262
simulated_annealing,"[7, 9, 1, 3, 5, 10, 8, 11, 14, 12, 13, 2, 4, 6, 0]",15,2,1000,0.07909059524536133
simulated_annealing,"[14, 6, 2, 10, 8, 7, 4, 13, 0, 12, 1, 5, 11, 9, 4]",15,2,1000,0.07800602912902832
simulated_annealing,"[3, 13, 7, 14, 6, 11, 0, 1, 5, 10, 2, 10, 12, 9, 4]",15,2,1000,0.07098865509033203
simulated_annealing,"[13, 1, 5, 2, 10, 7, 11, 3, 0, 10, 14, 4, 6, 8, 12]",15,1,1000,0.07604670524597168
simulated_annealing,"[9, 4, 12, 5, 11, 2, 0, 6, 3, 13, 8, 1, 12, 14, 7]",15,1,1000,0.07506990432739258
simulated_annealing,"[7, 10, 0, 11, 8, 1, 3, 6, 14, 12, 4, 13, 3, 5, 2]",15,2,1000,0.09726643562316895
simulated_annealing,"[8, 5, 1, 9, 1, 12, 7, 3, 11, 14, 10, 13, 4, 2, 0]",15,1,1000,0.07407999038696289
simulated_annealing,"[8, 11, 4, 7, 0, 6, 1, 10, 5, 14, 9, 3, 12, 2, 13]",15,1,1000,0.09102869033813477
simulated_annealing,"[7, 3, 0, 6, 10, 5, 0, 11, 4, 14, 1, 8, 9, 12, 2]",15,2,1000,0.1190192699432373
simulated_annealing,"[7, 0, 11, 9, 5, 1, 14, 12, 3, 6, 13, 10, 2, 4, 8]",15,1,1000,0.08197999000549316
simulated_annealing,"[7, 2, 0, 5, 10, 13, 11, 3, 12, 4, 1, 8, 0, 2, 14]",15,2,1000,0.07044482231140137
simulated_annealing,"[10, 6, 9, 11, 8, 0, 2, 13, 7, 10, 12, 14, 12, 5, 3]",15,2,1000,0.08622312545776367
simulated_annealing,"[2, 5, 13, 11, 1, 3, 12, 6, 1, 10, 0, 14, 8, 4, 9]",15,1,1000,0.07288980484008789
simulated_annealing,"[2, 5, 14, 12, 4, 13, 3, 0, 0, 8, 11, 9, 7, 1, 10]",15,2,1000,0.07330632209777832
genetic_algorithm,"[2, 0, 3, 1]",4,0,1,0.014993906021118164
genetic_algorithm,"[2, 0, 3, 1]",4,0,1,0.002999544143676758
genetic_algorithm,"[1, 3, 0, 2]",4,0,1,0.003000497817993164
genetic_algorithm,"[1, 3, 0, 2]",4,0,2,0.004992961883544922
genetic_algorithm,"[1, 3, 0, 2]",4,0,4,0.010947704315185547
genetic_algorithm,"[2, 0, 3, 1]",4,0,1,0.003006458282470703
genetic_algorithm,"[1, 3, 0, 2]",4,0,2,0.004000425338745117
genetic_algorithm,"[1, 3, 0, 2]",4,0,3,0.005997419357299805
genetic_algorithm,"[2, 0, 3, 1]",4,0,2,0.005017757415771484
genetic_algorithm,"[1, 3, 0, 2]",4,0,1,0.001991748809814453
genetic_algorithm,"[1, 3, 0, 2]",4,0,0,0.0
genetic_algorithm,"[1, 3, 0, 2]",4,0,2,0.004012107849121094
genetic_algorithm,"[1, 3, 0, 2]",4,0,2,0.003015279769897461
genetic_algorithm,"[2, 0, 3, 1]",4,0,1,0.0032188892364501953
genetic_algorithm,"[2, 0, 3, 1]",4,0,1,0.002997875213623047
genetic_algorithm,"[1, 3, 0, 2]",4,0,3,0.006997108459472656
genetic_algorithm,"[2, 0, 3, 1]",4,0,1,0.0029439926147460938
genetic_algorithm,"[2, 0, 3, 1]",4,0,4,0.008986949920654297
genetic_algorithm,"[1, 3, 0, 2]",4,0,2,0.006001949310302734
genetic_algorithm,"[2, 0, 3, 1]",4,0,1,0.0020112991333007812
genetic_algorithm,"[2, 0, 3, 1]",4,0,1,0.001996755599975586
genetic_algorithm,"[2, 0, 3, 1]",4,0,1,0.002991914749145508
genetic_algorithm,"[2, 0, 3, 1]",4,0,1,0.001997232437133789
genetic_algorithm,"[1, 3, 0, 2]",4,0,1,0.0029981136322021484
genetic_algorithm,"[2, 0, 3, 1]",4,0,1,0.002997875213623047
genetic_algorithm,"[1, 3, 0, 2]",4,0,1,0.0019807815551757812
genetic_algorithm,"[1, 3, 0, 2]",4,0,1,0.0033822059631347656
genetic_algorithm,"[2, 0, 3, 1]",4,0,1,0.002001523971557617
genetic_algorithm,"[2, 0, 3, 1]",4,0,2,0.005002021789550781
genetic_algorithm,"[1, 3, 0, 2]",4,0,3,0.0077664852142333984
genetic_algorithm,"[3, 1, 6, 4, 0, 7, 5, 2]",8,0,10,0.05337715148925781
genetic_algorithm,"[3, 3, 7, 4, 2, 0, 5, 1]",8,1,20,0.10177135467529297
genetic_algorithm,"[2, 4, 6, 1, 5, 2, 0, 3]",8,1,17,0.0898895263671875
genetic_algorithm,"[2, 3, 6, 0, 7, 4, 1, 5]",8,1,24,0.12848782539367676
genetic_algorithm,"[6, 3, 7, 2, 0, 5, 1, 4]",8,1,18,0.10511589050292969
genetic_algorithm,"[3, 0, 4, 7, 1, 6, 2, 5]",8,0,15,0.07712864875793457
genetic_algorithm,"[7, 2, 4, 1, 7, 0, 3, 6]",8,1,21,0.11243486404418945
genetic_algorithm,"[2, 4, 6, 0, 3, 1, 7, 5]",8,0,7,0.03570055961608887
genetic_algorithm,"[2, 5, 7, 0, 3, 6, 4, 1]",8,0,18,0.11268925666809082
genetic_algorithm,"[2, 4, 7, 0, 3, 1, 6, 1]",8,1,22,0.13640308380126953
genetic_algorithm,"[2, 2, 5, 7, 0, 3, 6, 4]",8,1,25,0.15122771263122559
genetic_algorithm,"[3, 7, 4, 1, 5, 2, 6, 6]",8,1,21,0.13944268226623535
genetic_algorithm,"[1, 5, 0, 2, 4, 7, 3, 6]",8,1,20,0.10429215431213379
genetic_algorithm,"[3, 5, 7, 1, 6, 0, 2, 4]",8,0,16,0.07683420181274414
genetic_algorithm,"[2, 6, 3, 7, 4, 1, 5, 0]",8,1,26,0.14656734466552734
genetic_algorithm,"[3, 7, 0, 4, 1, 5, 6, 2]",8,1,31,0.16733121871948242
genetic_algorithm,"[5, 2, 6, 3, 0, 4, 1, 5]",8,1,22,0.11634993553161621
genetic_algorithm,"[6, 4, 1, 7, 5, 7, 2, 0]",8,1,19,0.10025215148925781
genetic_algorithm,"[3, 5, 7, 1, 6, 0, 2, 4]",8,0,15,0.070037841796875
genetic_algorithm,"[1, 4, 6, 0, 2, 7, 5, 3]",8,0,8,0.037999629974365234
genetic_algorithm,"[3, 1, 6, 2, 5, 7, 4, 0]",8,0,10,0.05191493034362793
genetic_algorithm,"[1, 5, 7, 2, 0, 3, 6, 4]",8,0,10,0.0532841682434082
genetic_algorithm,"[4, 7, 0, 0, 3, 1, 6, 2]",8,1,22,0.11266088485717773
genetic_algorithm,"[7, 2, 4, 1, 7, 0, 3, 6]",8,1,23,0.11960029602050781
genetic_algorithm,"[4, 1, 3, 6, 2, 7, 5, 0]",8,0,10,0.046161651611328125
genetic_algorithm,"[3, 0, 4, 7, 5, 2, 6, 1]",8,0,12,0.05959653854370117
genetic_algorithm,"[6, 3, 1, 4, 7, 0, 2, 5]",8,0,9,0.046663522720336914
genetic_algorithm,"[3, 6, 4, 2, 0, 5, 7, 1]",8,0,11,0.05371737480163574
genetic_algorithm,"[5, 2, 6, 3, 0, 4, 1, 4]",8,1,17,0.08967041969299316
genetic_algorithm,"[3, 5, 0, 4, 1, 6, 2, 7]",8,1,20,0.09972786903381348
genetic_algorithm,"[4, 2, 8, 3, 3, 0, 9, 1, 5, 7]",10,1,30,0.23790669441223145
genetic_algorithm,"[6, 3, 3, 0, 8, 4, 9, 7, 3, 1]",10,2,31,0.2253117561340332
genetic_algorithm,"[4, 2, 8, 3, 7, 0, 8, 5, 1, 6]",10,1,25,0.1795825958251953
genetic_algorithm,"[4, 7, 7, 0, 3, 1, 9, 5, 8, 2]",10,1,25,0.19760656356811523
genetic_algorithm,"[2, 5, 8, 1, 9, 0, 3, 7, 4, 6]",10,1,27,0.20698022842407227
genetic_algorithm,"[4, 8, 1, 8, 2, 5, 7, 9, 0, 6]",10,1,26,0.18725895881652832
genetic_algorithm,"[1, 4, 6, 3, 9, 7, 3, 0, 2, 8]",10,1,37,0.25887298583984375
genetic_algorithm,"[3, 5, 2, 9, 6, 0, 7, 4, 1, 8]",10,0,18,0.16807198524475098
genetic_algorithm,"[3, 9, 2, 5, 8, 0, 0, 4, 1, 7]",10,1,25,0.17274951934814453
genetic_algorithm,"[8, 5, 1, 4, 9, 0, 6, 3, 1, 7]",10,1,29,0.22694969177246094
genetic_algorithm,"[9, 5, 3, 8, 0, 7, 1, 7, 2, 6]",10,1,39,0.30562329292297363
genetic_algorithm,"[2, 5, 9, 4, 0, 8, 3, 1, 6, 9]",10,1,19,0.1511845588684082
genetic_algorithm,"[7, 1, 8, 5, 9, 4, 0, 3, 6, 2]",10,1,27,0.22246193885803223
genetic_algorithm,"[6, 8, 0, 7, 3, 0, 9, 1, 5, 2]",10,1,27,0.2207200527191162
genetic_algorithm,"[8, 2, 0, 6, 9, 5, 1, 4, 7, 3]",10,0,13,0.1082923412322998
genetic_algorithm,"[3, 0, 2, 7, 5, 1, 8, 0, 4, 6]",10,2,18,0.14602136611938477
genetic_algorithm,"[4, 6, 3, 0, 7, 1, 8, 2, 7, 9]",10,1,32,0.2628037929534912
genetic_algorithm,"[1, 9, 7, 0, 2, 8, 6, 0, 3, 5]",10,1,34,0.2579514980316162
genetic_algorithm,"[0, 9, 1, 5, 8, 0, 7, 4, 6, 0]",10,2,24,0.17537713050842285
genetic_algorithm,"[5, 2, 4, 9, 7, 3, 1, 6, 8, 0]",10,0,17,0.12614130973815918
genetic_algorithm,"[6, 9, 1, 4, 0, 8, 3, 7, 0, 2]",10,1,27,0.19803738594055176
genetic_algorithm,"[4, 7, 0, 8, 3, 5, 8, 2, 9, 6]",10,1,27,0.21714305877685547
genetic_algorithm,"[4, 2, 8, 3, 9, 7, 1, 4, 6, 0]",10,1,22,0.19255685806274414
genetic_algorithm,"[4, 1, 3, 6, 9, 2, 5, 9, 0, 5]",10,2,20,0.17397189140319824
genetic_algorithm,"[9, 3, 5, 8, 2, 0, 7, 1, 4, 6]",10,0,18,0.12839174270629883
genetic_algorithm,"[3, 6, 0, 5, 1, 9, 7, 2, 8, 3]",10,1,26,0.19391345977783203
genetic_algorithm,"[9, 4, 2, 5, 9, 6, 1, 0, 7, 3]",10,2,25,0.18555045127868652
genetic_algorithm,"[2, 6, 9, 0, 5, 8, 4, 1, 7, 9]",10,1,27,0.2148735523223877
genetic_algorithm,"[1, 3, 8, 6, 9, 0, 5, 0, 4, 7]",10,1,30,0.22487878799438477
genetic_algorithm,"[8, 6, 3, 1, 9, 7, 5, 7, 2, 0]",10,2,25,0.21951937675476074
genetic_algorithm,"[3, 1, 9, 11, 6, 11, 0, 2, 5, 10, 8, 4]",12,1,33,0.3437352180480957
genetic_algorithm,"[6, 2, 5, 11, 8, 0, 3, 7, 10, 4, 1, 9]",12,2,28,0.3018784523010254
genetic_algorithm,"[6, 1, 10, 6, 3, 9, 11, 4, 0, 7, 5, 2]",12,1,29,0.331057071685791
genetic_algorithm,"[6, 3, 11, 4, 8, 5, 2, 10, 1, 7, 9, 0]",12,0,29,0.2833859920501709
genetic_algorithm,"[4, 6, 0, 5, 11, 8, 3, 7, 9, 1, 2, 10]",12,1,29,0.359299898147583
genetic_algorithm,"[4, 6, 8, 11, 7, 3, 0, 2, 5, 9, 9, 1]",12,1,43,0.4462921619415283
genetic_algorithm,"[11, 5, 8, 2, 4, 10, 7, 9, 1, 3, 8, 6]",12,1,32,0.3314085006713867
genetic_algorithm,"[10, 3, 1, 8, 5, 2, 9, 7, 0, 4, 6, 11]",12,1,43,0.4570343494415283
genetic_algorithm,"[1, 10, 8, 6, 4, 0, 11, 11, 5, 7, 9, 3]",12,1,32,0.3283872604370117
genetic_algorithm,"[6, 2, 11, 8, 4, 9, 3, 0, 7, 1, 8, 5]",12,1,30,0.3461172580718994
genetic_algorithm,"[9, 1, 5, 8, 2, 7, 3, 11, 0, 10, 6, 4]",12,1,36,0.4183666706085205
genetic_algorithm,"[10, 5, 0, 2, 4, 8, 11, 9, 1, 3, 1, 7]",12,1,33,0.3540651798248291
genetic_algorithm,"[6, 1, 5, 2, 0, 10, 10, 4, 10, 7, 11, 3]",12,3,22,0.2400493621826172
genetic_algorithm,"[1, 10, 0, 7, 4, 2, 0, 9, 11, 5, 3, 6]",12,1,30,0.304502010345459
genetic_algorithm,"[5, 8, 0, 7, 10, 6, 2, 9, 11, 8, 3, 1]",12,1,30,0.37588024139404297
genetic_algorithm,"[5, 0, 10, 7, 2, 8, 1, 4, 9, 11, 6, 3]",12,0,40,0.4238760471343994
genetic_algorithm,"[9, 2, 6, 1, 11, 0, 8, 4, 11, 3, 6, 10]",12,2,26,0.27719807624816895
genetic_algorithm,"[5, 8, 4, 7, 10, 11, 2, 0, 3, 6, 9, 1]",12,1,32,0.321866512298584
genetic_algorithm,"[3, 1, 7, 11, 6, 0, 0, 0, 5, 10, 2, 9]",12,2,31,0.2992081642150879
genetic_algorithm,"[9, 2, 4, 7, 10, 8, 11, 5, 1, 3, 6, 0]",12,2,26,0.2705113887786865
genetic_algorithm,"[4, 1, 8, 2, 11, 7, 1, 10, 5, 0, 6, 3]",12,1,25,0.24380898475646973
genetic_algorithm,"[3, 7, 11, 1, 5, 10, 0, 4, 8, 2, 9, 6]",12,1,28,0.276486873626709
genetic_algorithm,"[1, 6, 4, 9, 11, 8, 10, 2, 0, 5, 3, 0]",12,2,28,0.27929258346557617
genetic_algorithm,"[6, 1, 1, 5, 11, 8, 10, 2, 9, 3, 0, 7]",12,1,39,0.3825840950012207
genetic_algorithm,"[2, 6, 10, 3, 11, 0, 7, 4, 1, 5, 8, 9]",12,1,28,0.28514790534973145
genetic_algorithm,"[4, 11, 9, 6, 1, 11, 2, 0, 7, 10, 8, 3]",12,1,46,0.45902442932128906
genetic_algorithm,"[1, 7, 4, 11, 8, 10, 3, 0, 2, 8, 6, 9]",12,1,28,0.2877943515777588
genetic_algorithm,"[4, 10, 0, 5, 1, 8, 11, 2, 7, 9, 6, 3]",12,0,28,0.2698698043823242
genetic_algorithm,"[2, 9, 5, 0, 11, 6, 10, 7, 1, 3, 8, 6]",12,1,32,0.35468006134033203
genetic_algorithm,"[9, 0, 2, 11, 1, 10, 7, 5, 11, 3, 6, 4]",12,3,23,0.23373675346374512
genetic_algorithm,"[10, 5, 7, 2, 11, 13, 6, 1, 14, 12, 4, 0, 8, 3, 9]",15,1,32,0.4892606735229492
genetic_algorithm,"[11, 5, 11, 2, 14, 7, 13, 0, 9, 12, 4, 8, 10, 3, 1]",15,2,33,0.5097291469573975
genetic_algorithm,"[10, 7, 3, 0, 13, 8, 6, 9, 12, 14, 1, 4, 2, 5, 13]",15,1,40,0.6317143440246582
genetic_algorithm,"[6, 12, 2, 2, 5, 3, 11, 0, 10, 13, 1, 14, 4, 7, 9]",15,1,36,0.5599143505096436
genetic_algorithm,"[11, 6, 7, 1, 14, 0, 9, 3, 5, 8, 4, 12, 10, 13, 2]",15,2,38,0.6318812370300293
genetic_algorithm,"[0, 5, 9, 13, 3, 10, 14, 2, 14, 1, 8, 12, 0, 4, 11]",15,2,28,0.4300065040588379
genetic_algorithm,"[6, 1, 10, 12, 5, 0, 4, 9, 13, 2, 7, 3, 14, 11, 8]",15,2,31,0.48499155044555664
genetic_algorithm,"[3, 6, 8, 13, 2, 14, 3, 1, 12, 5, 12, 0, 11, 4, 7]",15,2,39,0.6196484565734863
genetic_algorithm,"[11, 4, 2, 13, 10, 5, 14, 1, 6, 8, 12, 7, 3, 0, 9]",15,2,37,0.6064622402191162
genetic_algorithm,"[6, 8, 2, 0, 14, 9, 7, 12, 4, 1, 5, 0, 10, 3, 13]",15,1,29,0.49193477630615234
genetic_algorithm,"[4, 9, 13, 5, 13, 0, 3, 12, 14, 12, 10, 1, 6, 11, 2]",15,2,31,0.500216007232666
genetic_algorithm,"[9, 6, 0, 11, 14, 1, 7, 14, 3, 13, 10, 4, 4, 12, 5]",15,2,39,0.6075339317321777
genetic_algorithm,"[13, 8, 6, 3, 14, 10, 5, 13, 4, 7, 0, 12, 9, 4, 8]",15,3,26,0.4277327060699463
genetic_algorithm,"[11, 0, 3, 6, 9, 13, 2, 7, 14, 1, 14, 8, 5, 7, 12]",15,2,36,0.552971363067627
genetic_algorithm,"[0, 4, 8, 12, 2, 13, 10, 0, 13, 11, 7, 3, 1, 14, 5]",15,2,32,0.4910256862640381
genetic_algorithm,"[10, 3, 11, 8, 4, 1, 5, 13, 9, 0, 2, 14, 6, 10, 12]",15,2,30,0.5100011825561523
genetic_algorithm,"[10, 5, 9, 1, 4, 14, 3, 8, 14, 11, 13, 6, 0, 12, 7]",15,1,40,0.6139881610870361
genetic_algorithm,"[1, 9, 11, 5, 14, 11, 13, 10, 3, 14, 2, 4, 12, 7, 0]",15,2,29,0.4370076656341553
genetic_algorithm,"[14, 9, 0, 2, 4, 10, 13, 11, 14, 12, 3, 1, 8, 5, 9]",15,3,32,0.5203030109405518
genetic_algorithm,"[6, 9, 5, 2, 0, 14, 8, 2, 13, 3, 7, 11, 1, 4, 12]",15,2,35,0.597771167755127
genetic_algorithm,"[9, 7, 5, 11, 6, 1, 13, 4, 12, 8, 2, 12, 3, 0, 14]",15,1,34,0.5459966659545898
genetic_algorithm,"[13, 9, 0, 12, 4, 1, 5, 2, 14, 12, 7, 3, 6, 14, 11]",15,3,25,0.4586629867553711
genetic_algorithm,"[10, 4, 2, 11, 11, 14, 1, 6, 1, 3, 7, 13, 8, 5, 12]",15,2,37,0.6069002151489258
genetic_algorithm,"[2, 11, 3, 14, 7, 4, 12, 1, 6, 13, 10, 4, 9, 0, 5]",15,1,35,0.6086897850036621
genetic_algorithm,"[13, 2, 10, 6, 4, 9, 4, 0, 3, 14, 12, 8, 11, 5, 1]",15,2,43,0.710221529006958
genetic_algorithm,"[11, 0, 14, 3, 9, 12, 2, 10, 6, 1, 5, 8, 13, 4, 7]",15,2,35,0.5614886283874512
genetic_algorithm,"[10, 5, 2, 6, 9, 14, 1, 4, 7, 3, 12, 0, 8, 11, 2]",15,2,30,0.5225920677185059
genetic_algorithm,"[0, 3, 7, 12, 10, 8, 5, 14, 2, 13, 6, 1, 13, 4, 9]",15,1,36,0.8966779708862305
genetic_algorithm,"[11, 1, 12, 10, 6, 4, 2, 0, 14, 7, 5, 8, 0, 14, 3]",15,2,31,0.5424718856811523
genetic_algorithm,"[13, 9, 2, 0, 5, 11, 8, 1, 4, 14, 10, 6, 3, 12, 7]",15,1,39,0.6284208297729492
